Frame;Timestamp;Real Hand Position;Real Hand Rotation;Virtual Hand Position;Virtual Hand Rotation;Target;Redirection Technique;Target Real Position;Target Real Rotation;Target Virtual Position;Target Virtual Rotation;Body Position;Body Rotation;
940;04.05.2021 19:32:20 188;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
941;04.05.2021 19:32:20 199;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
942;04.05.2021 19:32:20 210;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
943;04.05.2021 19:32:20 221;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
944;04.05.2021 19:32:20 233;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
945;04.05.2021 19:32:20 243;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
946;04.05.2021 19:32:20 254;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
947;04.05.2021 19:32:20 265;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
948;04.05.2021 19:32:20 277;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
949;04.05.2021 19:32:20 288;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
950;04.05.2021 19:32:20 298;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
951;04.05.2021 19:32:20 309;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
952;04.05.2021 19:32:20 320;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
953;04.05.2021 19:32:20 332;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
954;04.05.2021 19:32:20 342;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
955;04.05.2021 19:32:20 354;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
956;04.05.2021 19:32:20 365;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
957;04.05.2021 19:32:20 376;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
958;04.05.2021 19:32:20 387;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
959;04.05.2021 19:32:20 399;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
960;04.05.2021 19:32:20 410;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
961;04.05.2021 19:32:20 421;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
962;04.05.2021 19:32:20 432;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
963;04.05.2021 19:32:20 444;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
964;04.05.2021 19:32:20 454;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
965;04.05.2021 19:32:20 465;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
966;04.05.2021 19:32:20 476;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
967;04.05.2021 19:32:20 488;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
968;04.05.2021 19:32:20 498;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
969;04.05.2021 19:32:20 510;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
970;04.05.2021 19:32:20 521;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
971;04.05.2021 19:32:20 533;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
972;04.05.2021 19:32:20 543;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
973;04.05.2021 19:32:20 554;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
974;04.05.2021 19:32:20 565;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
975;04.05.2021 19:32:20 577;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
976;04.05.2021 19:32:20 588;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
977;04.05.2021 19:32:20 599;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
978;04.05.2021 19:32:20 610;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
979;04.05.2021 19:32:20 621;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
980;04.05.2021 19:32:20 633;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
981;04.05.2021 19:32:20 644;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
982;04.05.2021 19:32:20 655;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
983;04.05.2021 19:32:20 666;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
984;04.05.2021 19:32:20 677;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
985;04.05.2021 19:32:20 689;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
986;04.05.2021 19:32:20 699;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
987;04.05.2021 19:32:20 717;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
988;04.05.2021 19:32:20 724;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
989;04.05.2021 19:32:20 733;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
990;04.05.2021 19:32:20 743;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
991;04.05.2021 19:32:20 756;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
992;04.05.2021 19:32:20 768;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
993;04.05.2021 19:32:20 776;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
994;04.05.2021 19:32:20 787;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
995;04.05.2021 19:32:20 799;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
996;04.05.2021 19:32:20 811;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
997;04.05.2021 19:32:20 822;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
998;04.05.2021 19:32:20 833;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
